检测时间记录 - 1.mp4
开始时间: 2026-03-25 19:48:18.024
--------------------------------------------------------------------------------
帧号         时间戳                            检测耗时(ms)       
1847       2026-03-25 19:50:35.691        50.57          
1848       2026-03-25 19:50:35.744        64.54          
1849       2026-03-25 19:50:35.810        74.34          
1850       2026-03-25 19:50:35.886        70.12          
1851       2026-03-25 19:50:35.959        81.79          
1852       2026-03-25 19:50:36.044        75.90          
1853       2026-03-25 19:50:36.122        74.28          
1854       2026-03-25 19:50:36.201        88.25          
1855       2026-03-25 19:50:36.292        70.81          
1856       2026-03-25 19:50:36.365        58.71          
1857       2026-03-25 19:50:36.425        72.78          
1858       2026-03-25 19:50:36.499        70.75          
1859       2026-03-25 19:50:36.578        81.02          
1860       2026-03-25 19:50:36.662        76.35          
1861       2026-03-25 19:50:36.740        57.59          
1862       2026-03-25 19:50:36.799        66.39          
1863       2026-03-25 19:50:36.867        69.13          
1864       2026-03-25 19:50:36.940        82.38          
1865       2026-03-25 19:50:37.024        75.38          
1866       2026-03-25 19:50:37.102        82.60          
1867       2026-03-25 19:50:37.186        36.62          
1868       2026-03-25 19:50:37.224        79.71          
1869       2026-03-25 19:50:37.306        75.02          
1870       2026-03-25 19:50:37.385        74.86          
1871       2026-03-25 19:50:37.463        47.27          
1872       2026-03-25 19:50:37.513        70.72          
1873       2026-03-25 19:50:37.588        55.93          
1874       2026-03-25 19:50:37.647        76.94          
1875       2026-03-25 19:50:37.728        88.85          
1876       2026-03-25 19:50:37.821        69.42          
1877       2026-03-25 19:50:37.892        80.61          
1878       2026-03-25 19:50:37.974        45.09          
1879       2026-03-25 19:50:38.020        63.27          
1880       2026-03-25 19:50:38.087        57.97          
1881       2026-03-25 19:50:38.147        57.38          
1882       2026-03-25 19:50:38.208        64.84          
1883       2026-03-25 19:50:38.275        73.75          
1884       2026-03-25 19:50:38.352        75.25          
1885       2026-03-25 19:50:38.428        79.46          
1886       2026-03-25 19:50:38.508        73.42          
1887       2026-03-25 19:50:38.584        90.91          
1888       2026-03-25 19:50:38.683        69.70          
1889       2026-03-25 19:50:38.754        69.19          
1890       2026-03-25 19:50:38.825        53.47          
1891       2026-03-25 19:50:38.881        66.40          
1892       2026-03-25 19:50:38.949        59.07          
1893       2026-03-25 19:50:39.011        72.41          
1894       2026-03-25 19:50:39.086        45.05          
1895       2026-03-25 19:50:39.133        68.21          
1896       2026-03-25 19:50:39.203        55.73          
1897       2026-03-25 19:50:39.260        49.14          
1898       2026-03-25 19:50:39.315        69.68          
1899       2026-03-25 19:50:39.388        61.27          
1900       2026-03-25 19:50:39.454        51.65          
1901       2026-03-25 19:50:39.509        97.45          
1902       2026-03-25 19:50:39.608        55.51          
1903       2026-03-25 19:50:39.665        69.60          
1904       2026-03-25 19:50:39.737        70.27          
1905       2026-03-25 19:50:39.811        77.36          
1906       2026-03-25 19:50:39.891        62.15          
1907       2026-03-25 19:50:39.956        53.79          
1908       2026-03-25 19:50:40.015        56.33          
1909       2026-03-25 19:50:40.075        41.37          
1910       2026-03-25 19:50:40.118        78.54          
1911       2026-03-25 19:50:40.200        57.22          
1912       2026-03-25 19:50:40.258        54.94          
1913       2026-03-25 19:50:40.316        57.61          
1914       2026-03-25 19:50:40.376        72.68          
1915       2026-03-25 19:50:40.451        62.24          
1916       2026-03-25 19:50:40.518        72.91          
1917       2026-03-25 19:50:40.593        59.03          
1918       2026-03-25 19:50:40.656        62.68          
1919       2026-03-25 19:50:40.720        62.64          
1920       2026-03-25 19:50:40.785        49.37          
1921       2026-03-25 19:50:40.841        74.42          
1922       2026-03-25 19:50:40.917        72.34          
1923       2026-03-25 19:50:40.991        83.98          
1924       2026-03-25 19:50:41.078        91.66          
1925       2026-03-25 19:50:41.175        77.88          
1926       2026-03-25 19:50:41.255        94.84          
1927       2026-03-25 19:50:41.355        67.00          
1928       2026-03-25 19:50:41.425        57.98          
1929       2026-03-25 19:50:41.484        92.54          
1930       2026-03-25 19:50:41.580        72.02          
1931       2026-03-25 19:50:41.658        81.19          
1932       2026-03-25 19:50:41.745        89.83          
1933       2026-03-25 19:50:41.836        71.57          
1934       2026-03-25 19:50:41.909        78.31          
1935       2026-03-25 19:50:41.992        83.21          
1936       2026-03-25 19:50:42.079        76.45          
1937       2026-03-25 19:50:42.160        73.58          
1938       2026-03-25 19:50:42.235        45.39          
1939       2026-03-25 19:50:42.287        75.74          
1940       2026-03-25 19:50:42.364        82.00          
1941       2026-03-25 19:50:42.452        75.79          
1942       2026-03-25 19:50:42.532        99.84          
1943       2026-03-25 19:50:42.639        64.99          
1944       2026-03-25 19:50:42.706        67.28          
1945       2026-03-25 19:50:42.778        70.02          
1946       2026-03-25 19:50:42.853        80.03          
1947       2026-03-25 19:50:42.937        77.27          
1948       2026-03-25 19:50:43.015        61.92          
1949       2026-03-25 19:50:43.079        68.84          
1950       2026-03-25 19:50:43.149        61.52          
1951       2026-03-25 19:50:43.212        63.48          
1952       2026-03-25 19:50:43.279        67.36          
1953       2026-03-25 19:50:43.350        72.09          
1954       2026-03-25 19:50:43.423        88.10          
1955       2026-03-25 19:50:43.514        57.85          
1956       2026-03-25 19:50:43.573        63.70          
1957       2026-03-25 19:50:43.641        61.37          
1958       2026-03-25 19:50:43.705        66.53          
1959       2026-03-25 19:50:43.774        43.91          
1960       2026-03-25 19:50:43.821        63.60          
1961       2026-03-25 19:50:43.896        60.39          
1962       2026-03-25 19:50:43.960        64.19          
1963       2026-03-25 19:50:44.026        68.12          
1964       2026-03-25 19:50:44.096        62.00          
1965       2026-03-25 19:50:44.160        87.73          
1966       2026-03-25 19:50:44.250        74.30          
1967       2026-03-25 19:50:44.327        65.17          
1968       2026-03-25 19:50:44.395        66.64          
1969       2026-03-25 19:50:44.463        53.46          
1970       2026-03-25 19:50:44.518        73.13          
1971       2026-03-25 19:50:44.592        93.43          
1972       2026-03-25 19:50:44.688        42.61          
1973       2026-03-25 19:50:44.733        101.46         
1974       2026-03-25 19:50:44.839        90.35          
1975       2026-03-25 19:50:44.932        70.18          
1976       2026-03-25 19:50:45.003        74.07          
1977       2026-03-25 19:50:45.080        82.12          
1978       2026-03-25 19:50:45.164        48.25          
1979       2026-03-25 19:50:45.219        94.66          
1980       2026-03-25 19:50:45.316        69.41          
1981       2026-03-25 19:50:45.389        80.63          
1982       2026-03-25 19:50:45.472        68.84          
1983       2026-03-25 19:50:45.543        85.37          
1984       2026-03-25 19:50:45.630        68.08          
1985       2026-03-25 19:50:45.700        51.76          
1986       2026-03-25 19:50:45.754        64.03          
1987       2026-03-25 19:50:45.821        65.01          
1988       2026-03-25 19:50:45.889        80.33          
1989       2026-03-25 19:50:45.973        51.18          
1990       2026-03-25 19:50:46.027        52.07          
1991       2026-03-25 19:50:46.084        55.46          
1992       2026-03-25 19:50:46.142        45.27          
1993       2026-03-25 19:50:46.189        33.67          
1994       2026-03-25 19:50:46.224        27.36          
1995       2026-03-25 19:50:46.255        43.16          
1996       2026-03-25 19:50:46.305        29.55          
1997       2026-03-25 19:50:46.338        26.40          
1998       2026-03-25 19:50:46.368        20.65          
1999       2026-03-25 19:50:46.392        20.48          
2000       2026-03-25 19:50:46.414        19.28          
--------------------------------------------------------------------------------
结束时间: 2026-03-25 19:50:46.437
总帧数: 2000
